,URL,ASIN,Title,Brand,Fulfillment,Category,BSR,Subcategory,Price,Price Trend (90 days) (%),Monthly Sales,Sales Trend (90 days) (%),Monthly Revenue,Review Count,Reviews Rating,Seller,Number of Active Sellers,Last Year Sales,Sales Year Over Year (%),Size Tier,Length,Width,Height,Weight,Storage Fee (Jan - Sep),Storage Fee (Oct - Dec),Best Sales Period,Age (Month),Number of Images,Variation Count,Sales to Reviews
43,https://amazon.com/dp/B0B4114K7X,B0B4114K7X,"Silver Bathroom Accessories Set - Mosaic Glass Bathroom Accessory Set - 6 Piece Bathroom Set Includes: Toilet Brush And Holder Set, Tissue Cover, Toothbrush Holder, Soap Dispenser, Soap Dish & Tumbler",Creative Scents,FBA,Home & Kitchen,836087,Bathroom Accessory Sets,74.89,-12.0,43,20.0,3220.27,50,4.4,WIZZHOME,1,,,Large Standard-Size,7.5,13.6,17.2,8.75,700.54,2436.67,08/01/2022,12,8,0,0.86
44,https://amazon.com/dp/B08THKM4QN,B08THKM4QN,"Bathroom Accessories Set, 5 Piece Luxury Resin Bath Accessory with Toothbrush Holder, Liquid Soap Dispenser, Soap Dish, 2 Tumblers (Matte Black)",Magnitt,FBM,Home & Kitchen,2128279,Bathroom Accessory Sets,69.99,,1,-56.0,69.99,15,4.4,hafier,1,41.0,141.0,Large Standard-Size,4.69,10.94,14.06,3.66,,,02/01/2023,-,5,2,0.07
45,https://amazon.com/dp/B08R6DXDVW,B08R6DXDVW,"Rail19 Foaming + Non-Foaming Amber Glass Soap Dispenser Set with Caddy Stand, 8.5oz/16oz (Chrome)",Rail19,FBM,Home & Kitchen,3028029,Countertop Soap Dispensers,45.0,,0,0.0,0.0,3,4.1,Rail19,1,7.0,-13.0,Large Standard-Size,10.0,7.0,5.0,2.0,,,12/01/2022,28,6,5,0.0
46,https://amazon.com/dp/B073ZMZTZJ,B073ZMZTZJ,"Silver Bathroom Accessories Set Complete - Mosaic Glass Bathroom Accessory Set, 6 Piece Bathroom Set Includes: Bathroom Trash Can, Tissue Cover, Soap Dispenser, Toothbrush Holder, Tumbler & Soap Dish",Creative Scents,FBA,Home & Kitchen,263797,Bathroom Accessory Sets,99.89,-2.0,68,-3.0,6792.52,603,4.5,WIZZHOME,1,1044.0,-19.0,Small Oversize,9.9,12.5,19.7,17.25,677.19,1692.97,03/01/2022,71,8,0,0.11
47,https://amazon.com/dp/B07R1JF4ZB,B07R1JF4ZB,"Kurrajong Farmhouse 5 Piece Bathroom Accessories Set | Faux Marble Bathroom Accessory Set | Faux Marble White Bathroom Set | Tissue Box, Toilet Brush, Soap Dish, Soap Dispenser, Toothbrush Holder",Kurrajong Farmhouse,FBM,Home & Kitchen,262346,Bathroom Accessory Sets,52.95,,59,11.0,3124.05,238,4.5,Kurrajong Farmhouse,1,1045.0,-34.0,Large Standard-Size,7.05,7.64,10.63,6.61,,,01/01/2022,46,6,0,0.25
48,https://amazon.com/dp/B095S6L89M,B095S6L89M,"zhanwang Gray Granite 4-Piece Bathroom Set Bathroom Accessories, Including soap Dispenser, Toothbrush Holder, soap Box, Toothbrush Cup, Kitchen Decoration, etc. (gray-4-piece Set)",zhanwang,FBM,Home & Kitchen,5125282,Bathroom Accessory Sets,76.9,,0,0.0,0.0,1,4.0,ZhanWang Home,1,,,,,,,,,,11/01/2021,25,5,8,0.0
49,https://amazon.com/dp/B083R7991J,B083R7991J,"FABAX Durable Bath Accessory Set Bathroom Accessories Set Resin Marble Style Bathroom Soap Dispenser, Toothbrush Holder and Tumbler Soap Dish Bathroom Accessory Sets (Size : 6pc)",FABAX,FBM,Home & Kitchen,4754920,Bathroom Accessory Sets,93.95,158.0,0,0.0,0.0,1,5.0,YingShS,3,2.0,100.0,,,,,,,,03/01/2023,29,7,1,0.0
50,https://amazon.com/dp/B08R6FD8FB,B08R6FD8FB,"Rail19 Foaming + Non-Foaming Amber Glass Soap Dispenser Set with Caddy Stand, 8.5oz/16oz (Bronze)",Rail19,FBM,Home & Kitchen,3027143,Countertop Soap Dispensers,45.0,,0,0.0,0.0,3,4.1,Rail19,1,7.0,-13.0,Large Standard-Size,10.0,7.0,5.0,2.0,,,12/01/2022,29,5,5,0.0
51,https://amazon.com/dp/B0B9FQ47QQ,B0B9FQ47QQ,"Rail19 Modern Foaming + Non-Foaming Glass Soap Dispenser Set with Black Metal Caddy, 12oz (Bronze)",Rail19,FBM,Home & Kitchen,1147319,Countertop Soap Dispensers,55.5,,5,200.0,277.5,1,5.0,Rail19,1,,,,,,,,,,06/01/2023,10,3,5,5.0
52,https://amazon.com/dp/B0BVBMB8QN,B0BVBMB8QN,"Bathroom Accessories Set with Embossed Design 5PCS, Ceramic White Bathroom Accessory Set, 2Pcs Bathroom Soap Dispenser 14oz, 2Pcs Tumbler Cup, 1Pcs Soap Dish, ANTIS'S HOME",ANTIS'S HOME,FBA,Home & Kitchen,1418765,Bathroom Accessory Sets,45.99,,5,400.0,229.95,1,5.0,Antiss,0,,,,,,,,,,05/01/2023,4,9,0,5.0
53,https://amazon.com/dp/B07NDKBWXQ,B07NDKBWXQ,"Bathroom set, Hand soap dispenser & toothbrush holder, Blue ceramic set, Rustic pottery, Bathroom decor, Handmade pottery, Israeli ceramics",Generic,FBM,Handmade Products,443683,Bathroom Accessories,118.0,,0,0.0,0.0,2,5.0,Gidi Zivan Pottery,1,,,,,,,,,,04/01/2022,45,8,0,0.0
54,https://amazon.com/dp/B0B9FP4G6H,B0B9FP4G6H,"Rail19 Modern Foaming + Non-Foaming Glass Soap Dispenser Set with Black Metal Caddy, 12oz (Copper)",Rail19,FBM,Home & Kitchen,1167428,Countertop Soap Dispensers,55.5,,5,200.0,277.5,1,5.0,Rail19,1,,,,,,,,,,06/01/2023,10,3,5,5.0
55,https://amazon.com/dp/B08LXM2DHP,B08LXM2DHP,"Creative Scents White Bathroom Accessory Set - 6 Piece Bathroom Set Collection Features: Soap Dispenser, Toothbrush Holder, Tumbler, Soap Dish, Square Tissue Cover and Wastebasket (Polar Collection)",Creative Scents,FBA,Home & Kitchen,529062,Bathroom Accessory Sets,86.24,-4.0,48,108.0,4139.52,73,4.3,WIZZHOME,1,478.0,-18.0,Small Oversize,10.08,11.81,19.21,9.75,635.24,1588.09,08/01/2021,32,9,0,0.66
